provinces,cities,A2,A3_1,A4,A7a,A8a,A10,A15,A18,A42_5,answear,Langchain,key,fact_vnum,answear_vacnum
浙江省,杭州市,女,1974,汉,普通高中,0,群众,比较健康,居民户口（以前是非农业户口）,比较同意,完全同意,作为一个47岁的女士，我住在浙江省杭州市，是汉族，学历为普通高中，去年全年收入为0元，政治面貌为群众，身体健康状况较为健康，户口登记状况为居民户口（以前是非农业户口）。考虑到我的身份背景，我认为夫妻应当均等分摊家务。首先，我学历不高，没有稳定的收入来源，这意味着我在家庭中的经济贡献有限，因此我更倾向于在家庭事务中承担更多的责任，以平衡家庭关系。其次，我身体健康状况较好，有能力承担家务劳动。最后，作为居民户口，我生活在城市环境中，城市生活节奏快，夫妻双方都需要工作，因此均等分摊家务是公平合理的。,公平 责任 健康,3,4
浙江省,杭州市,女,1967,汉,大学本科（正规高等教育）,200000,共产党员,很健康,居民户口（以前是非农业户口）,完全同意,比较同意,作为一个54岁的大学本科毕业的汉族女性，我生活在浙江省杭州市，拥有居民户口，并且是一名共产党员。我的年收入为200000元，身体健康状况良好。在考虑夫妻是否应当均等分摊家务时，我认为这应该基于双方的实际情况和意愿来决定。首先，作为受过高等教育的人，我理解性别平等的重要性，认为夫妻双方在家庭中应享有平等的权利和义务。其次，作为共产党员，我支持社会公平和正义，这包括家庭内部的公平。最后，考虑到我的健康状况良好，我有能力参与家务劳动，但我也理解每个人的时间和精力有限，因此，均等分摊家务应基于双方的实际情况和协商。,"性别平等, 社会公平, 实际情况",4,3
浙江省,杭州市,男,1946,汉,初中,40000,群众,很不健康,非农业户口,比较同意,比较不同意,作为一个75岁的汉族男性，我生活在浙江省杭州市，拥有初中文化程度，去年全年收入为40000元，政治面貌为群众，身体健康状况很不健康，户口登记状况为非农业户口。考虑到我的年龄和健康状况，我可能更倾向于传统的家庭角色分工，即女性主要负责家务。此外，我的教育背景和收入水平可能也影响了我的观点，认为男性应更多承担经济责任，而女性则负责家庭事务。因此，我可能不太支持夫妻均等分摊家务的观点。,"年龄, 健康状况, 传统观念",3,1
浙江省,杭州市,女,1980,汉,初中,60000,群众,比较健康,农业户口,比较同意,比较同意,作为一个41岁的汉族女性，我住在浙江省杭州市，拥有初中文化程度，去年全年收入为60000元，政治面貌为群众，身体健康状况比较健康，户口登记为农业户口。考虑到我的教育背景和收入水平，我认为夫妻均等分摊家务是合理的。首先，我的教育程度不高，可能对性别角色的传统观念有所保留，但我的收入水平表明我在家庭中也有一定的经济贡献，这让我认为家务应该由夫妻共同承担。其次，我的健康状况比较健康，意味着我有能力参与家务劳动。最后，作为农业户口，我可能更倾向于家庭内部的平等分工，因为农业劳动本身就需要家庭成员共同参与。因此，我认为夫妻应当均等分摊家务。,"教育背景,收入水平,健康状况",3,3
浙江省,杭州市,女,1969,汉,小学,0,群众,比较健康,农业户口,完全同意,完全同意,我是一位52岁的女士，住在浙江省杭州市，是汉族，学历为小学，去年全年收入为0元，政治面貌为群众，身体健康状况比较健康，户口登记状况为农业户口。考虑到我的身份和背景，我认为夫妻应当均等分摊家务。首先，作为一位女性，我深知传统观念中女性承担更多家务的压力，但现代社会提倡男女平等，夫妻共同分担家务有助于家庭和谐。其次，我的学历较低，收入为零，这意味着我在家庭中的经济贡献有限，因此我更希望在家务分工上能够公平，以体现我的价值。最后，我的健康状况比较健康，有能力参与家务劳动，这让我更倾向于支持均等分摊家务。,"男女平等,家庭和谐,公平分担",4,4
浙江省,宁波市,男,1951,汉,小学,48000,群众,比较不健康,居民户口（以前是农业户口）,比较同意,比较不同意,作为一个70岁的汉族男性，生活在浙江省宁波市，我的学历是小学，去年全年收入为48000元，政治面貌是群众，身体健康状况比较不健康，户口登记状况为居民户口（以前是农业户口）。在我的成长背景和生活环境中，传统观念较为根深蒂固，男性通常被视为家庭的主要经济支柱，而女性则更多地承担家务和照顾家庭的责任。因此，虽然现代社会提倡性别平等，但我的个人经历和观念让我对夫妻均等分摊家务这一观点持保留态度。我认为，家务分工应根据夫妻双方的具体情况和能力来安排，而不是简单地均等分摊。,传统观念，个人经历，健康状况,3,1
浙江省,杭州市,女,1944,汉,小学,36000,群众,一般,居民户口（以前是农业户口）,无所谓同意不同意,比较不同意,作为一个77岁的汉族女性，我出生在农业户口家庭，后来转为居民户口，学历只有小学。在我的成长和生活中，传统的家庭观念在我心中根深蒂固，尤其是在家务分工方面。我认为家务主要是女性的责任，这是我一直以来的观念。尽管现在社会提倡男女平等，但在我这个年龄段，我仍然倾向于传统的生活方式。因此，我对于夫妻均等分摊家务的观念持保留态度。,传统观念、年龄因素、社会背景,2,1
浙江省,杭州市,男,1982,汉,大学专科（成人高等教育）,200000,共产党员,比较健康,居民户口（以前是非农业户口）,完全同意,完全同意,作为一个39岁的汉族男性，居住在浙江省杭州市，拥有大学专科（成人高等教育）学历，去年全年收入为200000元，政治面貌为共产党员，身体健康状况比较健康，户口登记状况为居民户口（以前是非农业户口），我认为夫妻应当均等分摊家务。首先，作为共产党员，我认同平等和公平的原则，这包括家庭生活中的责任分担。其次，我的学历和收入水平表明我有一定的社会地位和经济能力，这使我更倾向于支持性别平等和家庭责任的公平分配。最后，我的健康状况比较健康，意味着我有能力参与家务劳动，而不会因为健康问题而推卸责任。因此，我认为夫妻应当均等分摊家务。,平等 公平 责任,4,4
浙江省,杭州市,女,1985,汉,大学本科（成人高等教育）,200000,群众,比较健康,居民户口（以前是非农业户口）,无所谓同意不同意,完全同意,作为一个36岁的女性，我生活在浙江省杭州市，拥有大学本科（成人高等教育）学历，去年全年收入为200000元。我的政治面貌是群众，身体健康状况比较健康，户口登记状况为居民户口（以前是非农业户口）。在考虑夫妻是否应当均等分摊家务时，我认为现代社会中，夫妻双方都有工作和收入来源，因此家务劳动也应当由双方共同承担。这不仅体现了平等和尊重，也有助于减轻单方的负担，促进家庭和谐。此外，均等分摊家务也有助于培养孩子的性别平等意识，对家庭的长远发展有积极影响。,"平等,尊重,和谐",2,4
浙江省,杭州市,男,1987,汉,普通高中,70000,群众,比较健康,农业户口,比较同意,完全同意,作为一个34岁的汉族男性，居住在浙江省杭州市，拥有普通高中学历，去年全年收入为70000元，政治面貌为群众，身体健康状况比较健康，户口登记状况为农业户口。我认为夫妻应当均等分摊家务。首先，作为农业户口，我从小在家庭中看到父母共同承担家务，这让我认为这是家庭和谐的基础。其次，我的收入水平中等，夫妻双方都需要工作来维持家庭经济，因此均等分摊家务是公平的。最后，我的健康状况比较健康，有能力承担家务，这也让我更倾向于支持均等分摊家务。,家庭和谐、公平、健康,3,4
浙江省,宁波市,女,1956,汉,小学,0,群众,一般,农业户口,比较同意,比较同意,我是一位65岁的女士，住在浙江省宁波市，是汉族，学历是小学，去年全年收入为0元，政治面貌是群众，身体健康状况一般，户口登记状况为农业户口。考虑到我的年龄和传统观念，我认为夫妻之间应当共同承担家务，但均等分摊可能不太现实。由于我的学历较低，且生活在农村，传统观念认为女性应更多地承担家务。然而，随着社会的发展，我也逐渐认识到男女平等的重要性。因此，我认为夫妻应当共同承担家务，但均等分摊可能因家庭情况而异。,"传统观念,男女平等,家庭情况",3,3
浙江省,宁波市,男,2002,汉,普通高中,0,共青团员,很健康,居民户口（以前是非农业户口）,比较同意,比较同意,作为一名19岁的普通高中毕业生，我目前没有收入，住在浙江省宁波市，健康状况良好。考虑到我的年龄和生活阶段，我还没有结婚或承担家庭责任的经验。然而，作为一个共青团员和居民户口持有者，我倾向于支持性别平等和家庭责任的公平分配。我认为，夫妻均等分摊家务不仅有助于减轻一方的负担，还能促进家庭和谐和性别平等。此外，现代社会越来越多地强调性别角色的灵活性，这进一步支持了均等分摊家务的观点。,性别平等、家庭和谐、公平分配,3,3
浙江省,湖州市,女,1942,汉,普通高中,80000,群众,一般,非农业户口,比较不同意,比较同意,作为一个79岁的汉族女性，我成长在一个传统的家庭环境中，那时候家务主要由女性承担。然而，随着社会的发展，我逐渐认识到男女平等的理念。虽然我个人的经历中，家务分工并不均等，但我理解并支持现代社会中夫妻应当均等分摊家务的观点。我的学历是普通高中，这让我有一定的文化素养，能够理解和接受新的社会观念。我的年收入是80000元，这让我在经济上相对独立，也让我更加支持男女平等的理念。我的政治面貌是群众，这让我更加关注社会公平和正义。我的身体健康状况一般，这让我更加理解家庭中每个人都需要分担责任的重要性。我的户口登记状况为非农业户口，这让我更加关注城市生活中的家庭分工问题。,"平等,独立,责任",1,3
浙江省,杭州市,男,1991,汉,大学专科（正规高等教育）,140000,群众,比较健康,农业户口,比较不同意,完全同意,作为一个30岁的男性，居住在浙江省杭州市，拥有大学专科学历，年收入140000元，政治面貌为群众，身体健康状况比较健康，户口登记为农业户口，我认为夫妻应当均等分摊家务。首先，现代社会倡导性别平等，夫妻双方在家庭中应享有平等的权利和义务。其次，作为农业户口，我深知传统观念中女性承担更多家务的现状，但现代家庭结构和工作压力要求夫妻共同分担家务，以减轻单方负担。最后，我的学历和收入水平使我更加认同现代家庭观念，认为均等分摊家务有助于家庭和谐和夫妻关系的稳定。,"性别平等,家庭和谐,现代观念",1,4
浙江省,杭州市,男,2003,汉,普通高中,0,群众,比较健康,农业户口,比较同意,比较同意,作为一个18岁的普通高中学生，我目前没有婚姻经验，但我可以从我的家庭背景和个人观察来思考这个问题。我来自一个农业户口的家庭，父母都是农民，他们在家务分工上并没有严格的均等分摊，而是根据各自的工作量和能力来分配。我认为夫妻应当均等分摊家务，因为这样可以体现平等和互相尊重，有助于家庭和谐。此外，作为年轻人，我接受的教育也强调性别平等和共同责任，这进一步支持了我的观点。,"平等, 尊重, 和谐",3,3
浙江省,杭州市,女,1985,汉,中专,100000,群众,比较健康,非农业户口,完全同意,完全同意,作为一位36岁的汉族女性，居住在浙江省杭州市，拥有中专学历，去年年收入为10万元，政治面貌为群众，健康状况比较健康，户口登记为非农业户口。考虑到我的教育背景和收入水平，我认为在家庭中夫妻双方应当共同承担家务，这有助于维持家庭的和谐与平衡。此外，作为非农业户口，我可能更倾向于现代家庭观念，认为家务不应仅仅是某一方的责任。因此，我认为夫妻应当均等分摊家务是合理的。,"和谐, 平衡, 现代观念",4,4
浙江省,宁波市,男,1981,汉,普通高中,50000,群众,比较健康,农业户口,比较同意,完全同意,作为一个40岁的汉族男性，居住在浙江省宁波市，拥有普通高中学历，去年全年收入为50000元，政治面貌为群众，身体健康状况比较健康，户口登记状况为农业户口，我认为夫妻应当均等分摊家务。首先，作为农业户口，我深知家庭责任的重要性，家务是家庭生活的一部分，应当由夫妻共同承担。其次，我的收入水平并不高，妻子可能也需要工作来补贴家用，因此均等分摊家务可以减轻双方的压力。最后，我的健康状况比较健康，有能力参与家务劳动，这也符合现代家庭平等和谐的理念。,家庭责任、平等和谐、减轻压力,3,4
浙江省,宁波市,男,1998,汉,大学专科（正规高等教育）,25000,群众,一般,农业户口,比较同意,比较不同意,作为一名23岁的男性，我生活在中国浙江省宁波市，拥有大学专科学历，年收入25000元，属于农业户口。考虑到我的性别和年龄，我倾向于传统的性别角色分工，即男性主要负责家庭经济支持，而女性则更多承担家务。此外，我的健康状况一般，可能影响我参与家务的能力。因此，我倾向于不完全同意夫妻均等分摊家务的观点。,性别角色，健康状况，传统观念,3,1
浙江省,湖州市,男,1967,汉,初中,拒绝回答,群众,比较不健康,农业户口,比较不同意,比较不同意,作为一个54岁的汉族男性，居住在浙江省湖州市，我的学历是初中，政治面貌是群众，身体健康状况比较不健康，户口登记状况为农业户口。考虑到我的年龄和传统观念，我倾向于认为家务分工应当根据家庭成员的实际情况来安排，而不是严格均等分摊。我的健康状况不佳，可能无法承担过多的家务，因此我认为家务分工应当灵活，根据每个人的能力和时间来安排。,"传统观念,健康状况,灵活性",1,1
浙江省,杭州市,女,1975,汉,小学,0,群众,一般,农业户口,完全同意,比较同意,作为一个46岁的女士，我住在浙江省杭州市，是汉族，学历是小学，去年全年没有收入，政治面貌是群众，身体健康状况一般，户口登记状况为农业户口。考虑到我的教育背景和健康状况，我可能更倾向于传统的家庭角色分工。此外，由于我没有收入，可能在经济上依赖配偶，这可能会影响我对家务分摊的看法。因此，我可能会认为夫妻应当均等分摊家务，但我的实际选择可能会受到这些因素的影响。,"传统观念,经济依赖,健康状况",4,3
浙江省,杭州市,女,1966,汉,没有受过任何教育,0,群众,比较健康,农业户口,比较不同意,比较不同意,作为一个55岁的汉族女性，居住在浙江省杭州市，我没有受过任何教育，去年全年总收入为0元，政治面貌为群众，身体健康状况比较健康，户口登记状况为农业户口。基于我的生活经历和传统文化背景，我认为夫妻之间的家务分配应当根据实际情况来定，而不是严格均等。在我的传统观念中，男性通常承担更多的经济责任，而女性则更多地负责家庭事务。虽然现代社会提倡男女平等，但我认为每个家庭的情况不同，应当根据双方的能力和意愿来合理分配家务，而不是强制均等。,传统观念，实际情况，合理分配,1,1
浙江省,湖州市,女,1959,汉,普通高中,65000,群众,一般,非农业户口,比较同意,完全同意,作为一位62岁的女士，我生活在浙江省湖州市，拥有普通高中学历，去年全年收入为65000元，政治面貌为群众，身体健康状况一般，户口登记状况为非农业户口。结合我的身份信息和生活经验，我认为夫妻应当均等分摊家务。首先，我的学历虽然不高，但我理解男女平等的现代观念，认为家务不应仅由一方承担。其次，我的收入水平中等，说明我在家庭中也有一定的经济贡献，因此在家务上应当与配偶平等分担。此外，我的健康状况一般，意味着我可能需要配偶的帮助来共同完成家务。最后，作为非农业户口，我生活在城市环境中，接触到的现代家庭观念更加开放，支持夫妻平等。,"平等观念, 经济贡献, 健康状况",3,4
浙江省,杭州市,女,1958,汉,初中,50000,群众,比较健康,非农业户口,无所谓同意不同意,比较同意,作为一位63岁的女士，我生活在杭州市，属于非农业户口，学历为初中，年收入为50000元，政治面貌为群众，健康状况比较健康。在考虑夫妻是否应当均等分摊家务时，我首先考虑到自己的成长背景和传统观念。在过去的几十年里，家务主要由女性承担，这在我的家庭和周围环境中是普遍现象。然而，随着社会的发展和观念的更新，我逐渐认识到男女平等的重要性。虽然我个人的经历可能更倾向于传统的分工方式，但我也理解现代社会中夫妻双方都可能有工作和家庭责任，因此均等分摊家务是合理的。此外，我的健康状况比较健康，意味着我有能力参与家务劳动，这也支持我倾向于同意均等分摊家务的观点。,传统观念，男女平等，健康状况,2,3
浙江省,杭州市,女,1947,汉,初中,56120,群众,一般,居民户口（以前是非农业户口）,完全同意,比较同意,作为一个74岁的汉族女士，我的学历是初中，生活在杭州市，个人去年全年的总收入是56120元，政治面貌是群众，身体健康状况一般，户口登记状况为居民户口。在我的成长经历和生活环境中，传统家庭观念较为根深蒂固，通常认为家务主要由女性承担。然而，随着社会的发展和观念的更新，我逐渐认识到夫妻之间应当相互支持和分担家庭责任。考虑到我的身体状况一般，可能无法独自承担所有家务，因此我认为夫妻均等分摊家务是合理的。这不仅有助于减轻我的负担，也有助于增进夫妻之间的理解和感情。,传统观念，身体健康，相互支持,4,3
浙江省,杭州市,男,1959,汉,初中,51600,群众,比较健康,居民户口（以前是非农业户口）,比较同意,比较同意,作为一个62岁的汉族男士，我出生在一个传统的中国家庭，性别角色的分工在我成长的环境中是非常明确的。我的学历是初中，这反映了我在一个相对保守的时期接受了教育，这些因素可能会影响我对家务分工的看法。我现在的健康状况比较健康，这意味着我有能力参与家务劳动，但是我的收入水平是51600元，这可能会限制我雇佣外部帮助来处理家务的能力。我的政治面貌是群众，这表示我没有特别强烈的政治或社会意识形态来影响我的观点。综合考虑我的年龄、教育背景、健康状况和经济状况，我认为夫妻应当均等分摊家务是合理的，但我也理解在某些情况下，比如一方工作特别繁忙或身体条件不允许时，可能需要有所调整。,传统观念、经济能力、健康状况,3,3
浙江省,宁波市,男,1956,汉,大学本科（成人高等教育）,100000,共产党员,比较健康,居民户口（以前是农业户口）,比较同意,完全同意,作为一位65岁的男士，我住在浙江省宁波市，拥有大学本科（成人高等教育）学历，去年年收入为100000元。我的政治面貌是共产党员，户口登记状况为居民户口（以前是农业户口），身体健康状况比较健康。结合我的身份信息，我认为夫妻均等分摊家务是合理的。首先，作为共产党员，我支持性别平等和家庭和谐的理念。其次，我的学历和收入水平使我有能力理解和实践现代家庭观念。最后，我的健康状况允许我参与家务劳动，这与我的居民户口身份相符，表明我有责任共同承担家庭事务。,"性别平等,家庭和谐,责任分担",3,4
浙江省,杭州市,女,1969,汉,初中,50000,群众,很健康,农业户口,完全同意,比较同意,作为一位52岁的女性，我生活在浙江省杭州市，是农业户口，学历为初中，去年收入为50000元。在我的生活经历中，传统的家庭角色分工较为明显，男性通常负责外出工作，女性则负责家务。然而，随着社会的发展，越来越多的人开始倡导男女平等，包括在家务分工上。我认为夫妻双方都应该承担家务，这样不仅可以减轻一方的负担，还能增进夫妻之间的感情和相互理解。因此，我倾向于同意夫妻应当均等分摊家务。,"平等,分担,理解",4,3
浙江省,湖州市,女,1936,汉,中专,72000,群众,比较健康,非农业户口,无所谓同意不同意,比较同意,作为一位85岁的女士，我成长于一个传统的家庭环境，在那个时代，家务主要由女性承担。然而，随着社会的发展和观念的转变，我逐渐认识到男女平等的重要性。我的学历是中专，这让我有一定的文化素养，能够理解和接受新的社会观念。虽然我个人的收入并不高，但我认为经济独立是男女平等的基础。我的政治面貌是群众，这让我更加关注社会公平和正义。我的健康状况比较健康，这让我有能力参与家务劳动。我的户口登记状况为非农业户口，这让我生活在城市环境中，更容易接触到现代的家庭观念。综合考虑这些因素，我认为夫妻应当均等分摊家务，这有助于促进家庭和谐和男女平等。,"男女平等,家庭和谐,社会观念",2,3
浙江省,杭州市,女,1979,汉,大学专科（成人高等教育）,150000,群众,一般,农业户口,比较同意,完全同意,作为一个42岁的女士，我住在浙江省杭州市，拥有大学专科（成人高等教育）学历，去年全年收入为150000元。我的政治面貌是群众，身体健康状况一般，户口登记状况为农业户口。考虑到我的身份和背景，我认为夫妻应当均等分摊家务。首先，作为女性，我深知传统观念中女性承担更多家务的压力，但现代社会提倡性别平等，夫妻双方都有工作和收入，因此应当共同分担家庭责任。其次，我的健康状况一般，如果家务全部由一方承担，可能会加重身体负担，影响家庭和谐。最后，我的收入水平表明我有能力为家庭做出贡献，包括经济上和家务上，因此均等分摊家务是合理的。,"性别平等,健康考虑,收入贡献",3,4
浙江省,宁波市,男,1975,汉,初中,60000,群众,比较健康,农业户口,比较不同意,比较同意,作为一个46岁的汉族男性，住在浙江省宁波市，拥有农业户口，我的教育程度是初中，去年全年的总收入是60000元，政治面貌是群众，身体健康状况比较健康。基于我的身份和背景，我认为夫妻均等分摊家务是合理的。首先，我的收入水平并不高，夫妻共同分担家务可以减轻单方面的负担，有利于家庭和谐。其次，我的教育程度有限，但我理解现代社会强调性别平等，均等分摊家务是这种平等理念的体现。最后，我的健康状况比较健康，有能力参与家务劳动，这也是一种对家庭的贡献。,"家庭和谐,性别平等,个人能力",1,3
浙江省,杭州市,女,2000,汉,大学专科（正规高等教育）,30000,共青团员,很健康,农业户口,比较同意,完全同意,作为一名21岁的大学专科毕业生，我目前居住在浙江省杭州市，拥有农业户口，去年全年收入为30000元。作为一名共青团员，我身体健康，思想开放，倾向于平等和公正。在现代社会，性别平等是一个重要的议题，我认为夫妻之间应当平等分担家庭责任，包括家务。这不仅能促进家庭和谐，还能体现对彼此的尊重和责任感。结合我的教育背景和生活经历，我认同夫妻均等分摊家务的理念，这符合现代社会对性别平等的期望。,平等 责任 和谐,3,4
浙江省,杭州市,男,1998,汉,大学本科（正规高等教育）,不知道,共青团员,很健康,其他,完全同意,完全同意,作为一名23岁的大学本科毕业生，我接受过正规高等教育，这让我对性别平等有较为深入的理解。我认为在现代社会中，夫妻双方都应当承担家庭责任，包括家务。我住在浙江省杭州市，这里的文化氛围较为开放，男女平等的观念较为普及。我的政治面貌是共青团员，这也让我更加认同平等和公正的原则。我的身体健康状况很好，这意味着我有能力参与家务劳动。因此，我认为夫妻应当均等分摊家务，这不仅符合现代社会的价值观，也有助于维护家庭的和谐与幸福。,"平等, 责任, 和谐",4,4
浙江省,杭州市,女,1978,汉,职业高中,50000,群众,比较健康,非农业户口,比较同意,完全同意,作为一个43岁的职业高中毕业的汉族女性，我住在杭州市，拥有非农业户口，去年年收入为50000元。考虑到我的教育背景和收入水平，我认为夫妻均等分摊家务是合理的。首先，现代社会中，男女平等是普遍认可的观念，夫妻双方都有工作和收入，因此家务也应该共同承担。其次，我的健康状况比较健康，有能力参与家务劳动，不会因为身体原因而无法分担。最后，作为群众，我支持社会公平和家庭和谐，均等分摊家务有助于减少家庭矛盾，促进夫妻关系和谐。,平等 健康 和谐,3,4
浙江省,杭州市,男,1987,汉,大学本科（正规高等教育）,170000,群众,一般,居民户口（以前是非农业户口）,比较同意,完全同意,作为一个34岁的大学本科毕业的汉族男士，居住在浙江省杭州市，去年全年收入为170000元，政治面貌为群众，身体健康状况一般，户口登记状况为居民户口。我认为夫妻应当均等分摊家务。首先，作为受过高等教育的人，我理解性别平等的重要性，认为家务不应仅由一方承担。其次，我的收入水平表明我有能力为家庭做出贡献，包括家务劳动。最后，我的健康状况一般，意味着我需要与伴侣共同分担家务，以减轻个人负担。因此，我认为夫妻应当均等分摊家务。,性别平等 收入能力 健康状况,3,4
浙江省,杭州市,女,1974,汉,大学专科（成人高等教育）,250000,群众,一般,居民户口（以前是非农业户口）,比较同意,比较同意,作为一个47岁的女士，我住在浙江省杭州市，拥有大学专科（成人高等教育）学历，去年全年收入为250000元。我的政治面貌是群众，身体健康状况一般，户口登记状况为居民户口。考虑到我的年龄和生活经验，我认为夫妻均等分摊家务是合理的。首先，现代社会强调性别平等，夫妻双方都有工作和收入，因此家务也应该平等分担。其次，我个人的收入水平表明我有能力独立承担家庭责任，这也支持了均等分摊家务的观点。最后，我的健康状况一般，均等分摊家务可以减轻我的负担，有助于保持家庭和谐。,"性别平等,收入水平,健康状况",3,3
浙江省,宁波市,女,1964,汉,初中,35000,群众,很健康,居民户口（以前是农业户口）,比较同意,比较同意,作为一个57岁的女士，我生活在浙江省宁波市，拥有初中文化程度，去年全年收入为35000元。我的政治面貌是群众，身体健康状况良好，户口登记状况为居民户口（以前是农业户口）。考虑到我的生活背景和经历，我认为夫妻均等分摊家务是合理的。首先，现代社会提倡男女平等，夫妻双方都有工作和家庭责任，均等分摊家务可以减轻一方的负担，促进家庭和谐。其次，我个人的收入虽然不高，但我也承担了家庭的经济责任，因此家务的分担也应当体现公平。最后，我的健康状况良好，有能力参与家务劳动，这也支持我同意夫妻均等分摊家务的观点。,"公平, 和谐, 能力",3,3
浙江省,杭州市,男,1932,汉,初中,84000,共产党员,一般,非农业户口,比较同意,比较不同意,作为一名89岁的汉族男性，我生活在浙江省杭州市，拥有初中文化程度。我的政治面貌是共产党员，去年全年收入为84000元，户口登记为非农业户口，目前身体健康状况一般。考虑到我的年龄和传统观念，我认为家务分工应当根据家庭成员的具体情况和能力来安排，而不是严格均等分摊。在我的成长和生活中，传统的家庭模式更为普遍，男性通常承担更多经济责任，而女性则更多负责家务。因此，我更倾向于认为家务分工应灵活处理，而不是强制均等分摊。,传统观念、年龄因素、家庭角色,3,1
浙江省,杭州市,男,1984,汉,普通高中,300000,群众,很不健康,居民户口（以前是农业户口）,完全同意,比较不同意,作为一个37岁的男士，居住在浙江省杭州市，我的学历是普通高中，去年全年收入为300000元，政治面貌是群众，身体健康状况很不健康，户口登记状况为居民户口（以前是农业户口）。考虑到我的健康状况不佳，我可能无法承担过多的家务劳动。此外，我的收入相对较高，可能意味着我在家庭中的经济贡献较大，这可能会影响我对家务分摊的看法。同时，我的文化背景和传统观念可能也让我倾向于认为家务劳动应由女性承担。因此，我倾向于认为夫妻不应均等分摊家务。,"健康状况, 经济贡献, 传统观念",4,1
浙江省,杭州市,女,1989,汉,初中,500000,群众,很健康,农业户口,完全同意,完全同意,作为一个32岁的汉族女性，住在浙江省杭州市，拥有农业户口，我的学历是初中，去年全年收入为500000元，身体健康状况很健康。在考虑夫妻是否应当均等分摊家务时，我认为夫妻双方应该共同承担家庭责任。首先，我作为一个现代女性，认为男女平等是基本原则，家务不应只由一方承担。其次，我的收入较高，说明我在家庭经济中占有重要地位，这也意味着我在家庭事务中应有平等的发言权和责任。最后，我的健康状况很好，有能力参与家务劳动，这进一步支持了均等分摊家务的观点。,平等、责任、能力,4,4
浙江省,杭州市,女,1986,汉,大学本科（正规高等教育）,200000,群众,比较健康,非农业户口,完全同意,完全同意,作为一个35岁的女性，我生活在杭州，拥有大学本科学历，年收入20万元。我认为夫妻应当均等分摊家务，因为现代社会强调性别平等，夫妻双方都有工作和收入，应该共同承担家庭责任。此外，均等分摊家务有助于增进夫妻感情，减少因家务分配不均而产生的矛盾。我的健康状况良好，能够承担一定的家务劳动，因此我支持这一观点。,"性别平等,共同责任,增进感情",4,4
浙江省,湖州市,女,1932,汉,初中,0,群众,比较不健康,非农业户口,完全同意,完全同意,我今年89岁，住在浙江省湖州市，是汉族，学历为初中，去年全年收入为0元，政治面貌为群众，身体健康状况比较不健康，户口登记状况为非农业户口。考虑到我的年龄和健康状况，我无法承担繁重的家务劳动。此外，我的收入状况也限制了我雇佣他人帮助的能力。因此，我认为夫妻应当均等分摊家务，这样可以减轻我的负担，同时也能体现夫妻之间的平等和互助。,年龄、健康、平等,4,4
浙江省,杭州市,男,1983,汉,中专,100000,群众,很健康,居民户口（以前是农业户口）,完全同意,完全同意,作为一个38岁的男士，我住在浙江省杭州市，拥有中专学历，去年全年收入为100000元。我的政治面貌是群众，身体健康状况很好，户口登记状况为居民户口（以前是农业户口）。考虑到我的身份背景，我认为夫妻应当均等分摊家务。首先，作为现代社会的居民，我认同性别平等的理念，认为家务不应仅由一方承担。其次，我的收入水平中等，夫妻双方共同承担家务可以减轻单方的压力，有助于家庭和谐。最后，我的健康状况良好，有能力参与家务劳动，这也符合我个人的生活习惯和价值观。,"性别平等,家庭和谐,个人能力",4,4
浙江省,宁波市,男,1949,汉,小学,24000,群众,比较健康,居民户口（以前是非农业户口）,比较不同意,比较同意,作为一名72岁的汉族男士，居住在浙江省宁波市，我的学历是小学，去年全年收入为24000元，政治面貌是群众，身体健康状况比较健康，户口登记状况为居民户口（以前是非农业户口）。在我的成长经历中，传统的家庭观念较为根深蒂固，通常认为男性主要负责外务，女性负责家务。然而，随着社会的发展和观念的转变，我也逐渐认识到夫妻之间应当相互扶持、共同承担家庭责任的重要性。虽然我个人的经历和观念可能更倾向于传统的分工方式，但我也理解现代社会提倡的夫妻平等理念。因此，我认为夫妻应当均等分摊家务，这有助于家庭的和谐与稳定。,传统观念、社会变迁、家庭和谐,1,3
浙江省,湖州市,女,1975,汉,没有受过任何教育,0,群众,比较健康,农业户口,完全同意,比较不同意,作为一个46岁的汉族女性，居住在浙江省湖州市，我没有受过任何教育，去年全年收入为0元，政治面貌为群众，身体健康状况比较健康，户口登记为农业户口。在我的生活环境中，传统的家庭角色分工较为普遍，男性通常负责外出工作，女性则负责家务和照顾家庭。由于我没有收入来源，家庭的经济责任主要由丈夫承担，因此我在家庭中的角色更多是照顾家庭和做家务。虽然现代社会提倡男女平等，但在我的实际生活中，家务分工更多是基于传统和实际需要，而不是均等分摊。因此，我认为夫妻应当均等分摊家务这一观点与我的生活实际情况存在较大差异。,传统观念、实际需要、经济责任,4,1
浙江省,宁波市,男,1999,汉,初中,130000,共青团员,比较健康,农业户口,比较同意,完全同意,作为一个22岁的年轻男性，我目前住在浙江省宁波市，拥有农业户口，学历是初中，去年全年收入为130000元，政治面貌是共青团员，身体健康状况较好。考虑到我的年龄和背景，我认为夫妻之间应当均等分摊家务。首先，现代社会倡导性别平等，夫妻双方都有工作和收入，因此家务也应当共同承担。其次，我个人的收入相对稳定，有能力为家庭做出贡献，包括家务劳动。最后，我的健康状况良好，能够胜任家务劳动，不会因为身体原因而推卸责任。因此，我认为夫妻应当均等分摊家务。,"性别平等,共同责任,健康状况",3,4
