provinces,cities,A2,A3_1,A4,A7a,A8a,A10,A15,A18,A42_3,answear,Langchain,key,fact_vnum,answear_vacnum
浙江省,湖州市,女,2001,汉,大学本科（正规高等教育）,0,共青团员,比较健康,非农业户口,完全不同意,完全不同意,作为一个20岁的大学本科女生，我目前没有收入，但我的教育背景和户口登记状况表明我有一定的社会地位和发展潜力。我的政治面貌是共青团员，这显示我有一定的社会责任感和进取心。我的健康状况比较健康，这为我未来的发展提供了良好的基础。考虑到这些因素，我认为个人的努力和成就是实现自我价值的重要途径，而不仅仅是依赖婚姻。因此，我倾向于认为干得好比嫁得好更重要。,"教育背景, 社会地位, 自我价值",0,0
浙江省,杭州市,男,2002,汉,大学本科（正规高等教育）,10000,群众,比较健康,居民户口（以前是农业户口）,完全不同意,完全不同意,作为一个19岁的大学本科在读学生，我目前的主要精力集中在学业和个人发展上。我的年收入为10000元，这反映出我目前的经济状况并不宽裕，但我相信通过努力学习和工作，未来会有更好的发展。我的政治面貌是群众，身体健康状况较好，户口登记状况为居民户口，这些因素都让我对未来充满信心。我认为，个人的成功不仅仅依赖于婚姻，而是通过自己的努力和奋斗来实现。因此，我不同意‘干得好不如嫁得好’这一观点。,"学业发展, 个人奋斗, 未来信心",0,0
浙江省,杭州市,女,1977,汉,大学专科（成人高等教育）,0,群众,比较健康,农业户口,比较不同意,比较不同意,作为一个44岁的女性，我住在浙江省杭州市，拥有大学专科（成人高等教育）学历，去年全年没有收入。我的政治面貌是群众，身体健康状况比较健康，户口登记状况为农业户口。考虑到我的个人经历和当前的生活状况，我认为‘干得好不如嫁得好’这一观点并不完全适用于我。首先，我虽然去年没有收入，但我相信通过自己的努力和技能，未来仍然有机会改善经济状况。其次，作为一个独立的个体，我认为个人的成就和幸福感不仅仅依赖于婚姻，而是多方面因素的综合结果。最后，我的教育背景也让我更加重视个人发展和自我实现，而不仅仅是依赖婚姻来获得社会地位或经济保障。,"独立性, 教育背景, 个人发展",1,1
浙江省,杭州市,女,1955,汉,中专,48000,共产党员,一般,居民户口（以前是非农业户口）,无所谓同意不同意,完全不同意,作为一个66岁的女士，我经历了中国社会的巨大变迁，包括改革开放和女性地位的提升。我拥有中专学历，这在当时是相对较高的教育水平，这让我在职场上具有一定的竞争力。作为共产党员，我坚信劳动创造价值，个人努力是社会进步的基础。我的年收入为48000元，虽然不算高，但足以维持我的生活，这让我感到自给自足的满足。我的户口是居民户口，这代表着我享有城市居民的社会福利和保障。基于这些身份信息，我认为个人的努力和成就是实现自我价值的重要途径，而不仅仅是依赖婚姻。因此，我不同意‘干得好不如嫁得好’的观点。,个人努力、自我价值、社会进步,2,0
浙江省,宁波市,男,1948,汉,初中,30000,共产党员,比较健康,居民户口（以前是农业户口）,无所谓同意不同意,完全不同意,作为一个73岁的汉族男性，我住在浙江省宁波市，拥有初中文化程度，去年全年收入为30000元，政治面貌是共产党员，身体健康状况比较健康，户口登记状况为居民户口（以前是农业户口）。结合我的身份信息，我认为‘干得好不如嫁得好’这一观点并不符合我的价值观。首先，作为一名共产党员，我坚信个人努力和社会贡献的重要性，而不是依赖婚姻来改变命运。其次，我的生活经历告诉我，通过自己的努力工作和积极生活，可以带来稳定和满足感。最后，我的教育背景和收入水平也支持我通过自己的努力来改善生活，而不是依赖他人。因此，我不同意‘干得好不如嫁得好’这一观点。,"共产党员, 个人努力, 生活经历",2,0
浙江省,杭州市,男,1975,汉,初中,70000,共青团员,很健康,农业户口,完全不同意,完全不同意,作为一个46岁的汉族男性，居住在浙江省杭州市，拥有农业户口，我的学历是初中，去年全年收入为70000元。我的政治面貌是共青团员，身体健康状况良好。考虑到我的背景和经历，我认为个人的努力和成就是非常重要的。虽然社会上有‘干得好不如嫁得好’的说法，但作为一个男性，我更倾向于通过自己的努力来改善生活条件。我的收入虽然不算高，但通过自己的劳动获得，这让我感到自豪。因此，我不同意‘干得好不如嫁得好’的观点。,"个人努力, 自我价值, 劳动成果",0,0
浙江省,杭州市,男,1986,汉,大学专科（正规高等教育）,100000,共产党员,一般,农业户口,无所谓同意不同意,完全不同意,作为一个35岁的男性，我住在浙江省杭州市，拥有大学专科学历，去年全年收入为100000元，政治面貌是共产党员，身体健康状况一般，户口登记状况为农业户口。结合这些身份信息，我认为‘干得好不如嫁得好’这一观点并不完全适用于我的情况。首先，作为男性，社会对男性的期望更多是事业上的成功，而不是通过婚姻来提升社会地位。其次，我作为共产党员，更倾向于通过自己的努力和奋斗来实现个人价值，而不是依赖他人。最后，我的收入虽然不算高，但足以维持基本生活，我更希望通过自己的努力来改善生活条件，而不是依赖婚姻。因此，我倾向于不同意这一观点。,"性别角色, 个人奋斗, 经济独立",2,0
浙江省,杭州市,女,1996,汉,大学本科（成人高等教育）,70000,共青团员,一般,农业户口,无所谓同意不同意,完全不同意,作为一个25岁的女性，我目前居住在浙江省杭州市，拥有大学本科（成人高等教育）学历，去年全年收入为70000元。我的政治面貌是共青团员，身体健康状况一般，户口登记状况为农业户口。考虑到我的学历和收入水平，我认为通过自己的努力可以获得更好的生活质量和职业发展。虽然传统观念中‘干得好不如嫁得好’有一定的市场，但作为一个现代女性，我更倾向于通过自己的努力实现个人价值。我的教育背景和职业经历让我相信，独立和自主是实现幸福生活的重要途径。因此，我不同意‘干得好不如嫁得好’这一观点。,独立、自主、努力,2,0
浙江省,杭州市,女,2000,汉,大学本科（正规高等教育）,5000,共青团员,很健康,农业户口,比较同意,完全不同意,作为一个21岁的大学本科毕业生，我接受过正规高等教育，这让我更加注重个人能力和自我实现。虽然我的年收入只有5000元，但我相信通过自己的努力可以改善生活状况。我的政治面貌是共青团员，这让我更加认同独立自主和积极进取的价值观。我的身体健康状况很好，这让我有信心去追求自己的事业和梦想。我的户口是农业户口，这让我更加珍惜通过教育改变命运的机会。因此，我认为‘干得好’比‘嫁得好’更能体现个人价值和社会贡献。,"教育背景, 独立自主, 自我实现",3,0
浙江省,湖州市,女,1960,汉,小学,50000,群众,比较不健康,农业户口,比较同意,比较同意,我今年61岁，住在浙江省湖州市，是汉族，学历是小学，去年全年收入是50000元，政治面貌是群众，身体健康状况比较不健康，户口登记状况为农业户口。考虑到我的年龄、学历和健康状况，我认为在现实生活中，婚姻对女性的生活质量和经济保障有着重要影响。虽然我个人的收入不高，但婚姻带来的经济支持和情感依靠对我来说非常重要。因此，我认为干得好不如嫁得好。,"年龄, 学历, 健康",3,3
浙江省,宁波市,女,1953,汉,没有受过任何教育,5760,群众,比较不健康,农业户口,无所谓同意不同意,比较同意,我是一位68岁的女士，住在浙江省宁波市，是汉族，没有受过任何教育，去年全年的总收入是5760元，政治面貌是群众，身体健康状况比较不健康，户口登记状况为农业户口。考虑到我的生活经历和现状，我认为‘干得好不如嫁得好’这一观点有一定的道理。首先，由于我没有受过教育，工作机会有限，收入也很低，生活较为困难。其次，我的健康状况不佳，难以从事体力劳动，这使得我更加依赖家庭的支持。最后，作为农业户口，我生活在农村，传统观念中，婚姻被视为女性改变命运的重要途径。因此，结合我的实际情况，我认为‘干得好不如嫁得好’这一观点在我身上有一定的适用性。,低收入 健康状况 传统观念,2,3
浙江省,湖州市,男,1969,汉,小学,54000,群众,比较健康,农业户口,比较同意,比较不同意,作为一个52岁的汉族男性，我住在浙江省湖州市，拥有小学学历，去年全年收入为54000元，政治面貌为群众，身体健康状况比较健康，户口登记状况为农业户口。结合我的身份信息，我认为‘干得好不如嫁得好’这一观点并不完全适用于我的情况。首先，作为一个男性，我更多地承担了家庭的经济责任，因此我更倾向于通过努力工作来改善家庭生活。其次，我的学历和收入水平相对较低，这使得我更依赖于自己的劳动来维持生计。最后，我的农业户口身份也意味着我更多地依赖于土地和农业生产，而不是通过婚姻来改变经济状况。因此，我倾向于不同意这一观点。,性别角色，经济责任，农业户口,3,1
浙江省,杭州市,女,1962,汉,没有受过任何教育,0,群众,一般,农业户口,无所谓同意不同意,比较同意,我是一位59岁的女士，住在浙江省杭州市，是汉族，没有受过任何教育，去年全年收入为0元，政治面貌是群众，身体健康状况一般，户口登记状况为农业户口。考虑到我的教育背景和经济状况，我认为嫁得好可能比干得好更为重要。因为我没有受过教育，找到好工作的机会有限，而嫁得好可以带来经济上的稳定和生活上的保障。此外，我的健康状况一般，可能无法承受繁重的工作压力，嫁得好可以让我有更多的时间和精力照顾家庭和自己的身体。,教育背景、经济状况、健康状况,2,3
浙江省,杭州市,女,1974,汉,初中,20000,群众,很健康,居民户口（以前是农业户口）,比较同意,比较不同意,作为一个47岁的女士，我住在浙江省杭州市，是汉族，学历是初中，去年全年收入为20000元，政治面貌是群众，身体健康状况很健康，户口登记状况为居民户口（以前是农业户口）。结合我的身份信息，我认为‘干得好不如嫁得好’这一观点并不完全适用于我的情况。首先，我的学历和收入水平相对较低，这意味着我在职场上的竞争力可能不如其他人。然而，我身体健康，能够独立生活，这让我对生活有一定的掌控感。此外，我的户口已经从农业户口转为居民户口，这在一定程度上反映了社会地位的提升。因此，我认为个人的努力和独立生活能力同样重要，不能完全依赖婚姻来改变生活状况。,"独立性, 努力, 社会地位",3,1
浙江省,杭州市,女,1987,汉,大学专科（正规高等教育）,150000,共产党员,很健康,非农业户口,比较不同意,完全不同意,作为一个34岁的女性，我拥有大学专科学历，并且是一名共产党员，我的政治觉悟和独立意识较强。我去年全年的总收入为150000元，这表明我在经济上相对独立。我的户口登记状况为非农业户口，生活在浙江省杭州市，这是一个经济发达、思想开放的城市。我的身体健康状况很好，这让我有更多的精力和信心去追求自己的事业和生活目标。综合这些因素，我认为个人的成就和幸福感不仅仅依赖于婚姻，而是通过自己的努力和奋斗来实现的。因此，我不同意‘干得好不如嫁得好’这一观点。,"独立意识,经济独立,个人成就",1,0
浙江省,杭州市,女,1982,汉,职业高中,45000,群众,比较健康,非农业户口,完全同意,比较不同意,作为一个39岁的汉族女性，居住在浙江省杭州市，拥有职业高中学历，去年全年收入为45000元，政治面貌为群众，身体健康状况比较健康，户口登记状况为非农业户口。我认为，'干得好不如嫁得好'这一观点并不完全适用于我的情况。首先，我通过自己的努力获得了职业高中学历，并在工作中取得了一定的收入，这表明我具备一定的独立性和自我实现的能力。其次，我的户口登记状况为非农业户口，这意味着我在城市中有一定的社会地位和资源。最后，我的身体健康状况比较健康，这使我能够更好地投入到工作和生活中。因此，我认为个人的努力和独立性同样重要，甚至在某些情况下更为关键。,"独立性, 自我实现, 社会地位",4,1
浙江省,湖州市,男,1948,汉,大学本科（正规高等教育）,拒绝回答,群众,比较健康,非农业户口,无所谓同意不同意,比较不同意,作为一个73岁的大学本科毕业的汉族男性，我生活在浙江省湖州市，拥有非农业户口。我的政治面貌是群众，身体健康状况比较健康。考虑到我的教育背景和生活经历，我认为个人的努力和成就是非常重要的。虽然婚姻在个人生活中占有重要地位，但我认为个人的职业成就和社会贡献同样重要。因此，我倾向于认为干得好和嫁得好都是个人幸福和成功的重要组成部分，而不是一个优于另一个。,"教育背景, 个人成就, 社会贡献",2,1
浙江省,杭州市,女,1971,汉,小学,15000,群众,比较不健康,农业户口,完全同意,比较同意,作为一个50岁的女士，我住在浙江省杭州市，是汉族，学历只有小学，去年全年收入15000元，政治面貌是群众，身体健康状况比较不健康，户口登记状况为农业户口。考虑到我的教育背景和收入水平，我可能更倾向于传统的价值观，认为婚姻对女性的生活质量和经济状况有重要影响。我的健康状况不佳，可能让我更加依赖家庭和婚姻的支持。因此，我可能会认为嫁得好比干得好更重要。,"传统价值观,经济依赖,健康状况",4,3
浙江省,杭州市,男,1962,汉,普通高中,60000,群众,很健康,农业户口,比较同意,比较不同意,我是一位59岁的男士，住在浙江省杭州市，汉族，学历是普通高中，去年全年收入为60000元，政治面貌是群众，身体健康状况很健康，户口登记状况为农业户口。结合我的身份信息，我认为‘干得好不如嫁得好’这一观点并不完全适用于我的情况。首先，作为男性，我无法直接体验‘嫁得好’的感受，更多的是通过努力工作来维持家庭生活。其次，我的收入虽然不高，但通过自己的努力，我能够维持基本的生活需求，这让我感到满足和自豪。最后，我认为无论男女，都应该通过自己的努力来实现个人价值，而不是依赖他人。因此，我倾向于不同意这一观点。,性别、收入、个人价值,3,1
浙江省,湖州市,男,1955,汉,初中,60000,群众,一般,非农业户口,比较同意,比较不同意,作为一个66岁的汉族男性，居住在浙江省湖州市，我的学历是初中，去年全年收入为60000元，政治面貌为群众，身体健康状况一般，户口登记状况为非农业户口。结合我的生活经历和背景，我认为‘干得好不如嫁得好’这一观点并不完全适用于我的情况。首先，作为一个男性，我从小接受的教育是努力工作、自力更生，而不是依赖婚姻改变命运。其次，我的收入虽然不高，但足以维持生活，且我对自己的经济状况感到满意。最后，我认为婚姻是建立在相互尊重和共同奋斗的基础上，而不是单方面的依赖。因此，我倾向于不同意这一观点。,性别角色、经济独立、婚姻观念,3,1
浙江省,杭州市,女,1963,汉,普通高中,30000,群众,一般,非农业户口,无所谓同意不同意,比较不同意,作为一个58岁的女士，我经历了中国社会的巨大变迁，包括改革开放和女性地位的提升。我住在浙江省杭州市，这是一个经济发达的城市，女性在这里有更多的就业机会和独立空间。我的学历是普通高中，虽然不高，但足以让我理解社会对女性的期望和现实。去年我的全年总收入是30000元，这个收入水平在杭州属于中等偏下，但足以维持基本生活。我的政治面貌是群众，身体健康状况一般，户口登记状况为非农业户口，这些因素都影响了我对‘干得好不如嫁得好’这一观点的看法。我认为，女性应该有自己的事业和经济独立，这样才能在社会中获得尊重和自主权。因此，我倾向于不同意‘干得好不如嫁得好’这一观点。,"经济独立, 社会地位, 女性自主",2,1
浙江省,宁波市,女,1988,汉,大学本科（正规高等教育）,200000,群众,很健康,非农业户口,完全不同意,完全不同意,作为一个33岁的女性，我拥有大学本科学历，去年全年收入为200000元，居住在浙江省宁波市，属于非农业户口，身体健康，政治面貌为群众。我认为，个人的成功不仅仅依赖于婚姻，而是通过自身的努力和职业发展来实现的。我的教育背景和职业收入都表明，我能够通过自己的努力获得经济独立和社会地位。因此，我不同意‘干得好不如嫁得好’的观点。我相信，女性应该追求个人职业发展和自我实现，而不仅仅依赖于婚姻。,"教育背景, 经济独立, 自我实现",0,0
浙江省,杭州市,男,1997,汉,大学本科（正规高等教育）,200000,群众,很健康,农业户口,比较同意,完全不同意,作为一个24岁的大学本科毕业生，我目前居住在浙江省杭州市，拥有农业户口。去年我的年收入为200000元，身体健康，政治面貌为群众。考虑到我的教育背景和收入水平，我认为个人的努力和职业发展是非常重要的。虽然社会上有‘干得好不如嫁得好’的说法，但作为一个男性，我更倾向于通过自己的努力来实现个人价值和经济独立。此外，我的农业户口背景也让我更加重视通过个人奋斗来改变生活状况。因此，我不同意这种观点。,"教育背景, 收入水平, 农业户口",3,0
浙江省,杭州市,女,1954,汉,普通高中,84000,共产党员,比较健康,非农业户口,比较同意,完全不同意,作为一名67岁的汉族女性，我生活在浙江省杭州市，拥有普通高中学历，去年全年收入为84000元。作为一名共产党员，我持有非农业户口，并且身体健康状况较好。基于我的生活经历和价值观，我认为个人的努力和成就是非常重要的。虽然婚姻在传统观念中被视为女性幸福的关键，但我认为现代社会中，女性的独立和自我实现同样重要。我的教育背景和党员身份也让我更加重视个人的社会贡献和自我价值。因此，我倾向于认为干得好比嫁得好更为重要。,"独立, 自我实现, 社会贡献",3,0
浙江省,宁波市,女,1948,汉,小学,0,群众,一般,农业户口,无所谓同意不同意,无所谓同意不同意,我今年73岁，住在浙江省宁波市，是汉族，学历是小学，去年全年没有收入，政治面貌是群众，身体健康状况一般，户口是农业户口。考虑到我的年龄和生活经历，我从小在农村长大，见证了社会对女性角色的传统期望。在那个时代，女性的社会地位和经济独立性相对较低，婚姻往往被视为改变命运的重要途径。因此，我理解‘干得好不如嫁得好’这一观点在当时的社会背景下有一定的合理性。然而，随着社会的发展，女性的教育和就业机会增加，越来越多的女性通过自己的努力实现了经济独立和社会地位的提升。虽然我个人的经历可能更倾向于传统观念，但我也认识到现代社会中女性可以通过多种途径实现自我价值。因此，我对这一观点持中立态度。,"传统观念,社会变迁,个人经历",2,2
浙江省,杭州市,男,1968,汉,小学,40000,群众,一般,农业户口,比较同意,比较不同意,作为一个53岁的汉族男性，居住在浙江省杭州市，我的学历是小学，去年全年收入为40000元，政治面貌是群众，身体健康状况一般，户口登记状况为农业户口。考虑到我的教育背景和收入水平，我认为在传统观念中，女性通过婚姻改变生活状况是一种常见现象。然而，作为一个男性，我更倾向于认为个人的努力和成就是更重要的。因此，我倾向于不同意‘干得好不如嫁得好’这一观点。,"传统观念, 个人努力, 性别角色",3,1
浙江省,湖州市,男,1963,汉,初中,55000,群众,一般,非农业户口,比较同意,比较不同意,作为一个58岁的汉族男性，居住在浙江省湖州市，我的学历是初中，去年全年收入为55000元，政治面貌是群众，身体健康状况一般，户口登记状况为非农业户口。我认为，'干得好不如嫁得好'这一观点并不完全适用于我的情况。首先，作为一个男性，我更多地关注的是个人的努力和职业发展，而不是通过婚姻来改变生活状况。其次，我的收入虽然不高，但足以维持基本生活，我更倾向于通过自己的努力来改善生活条件。最后，我的教育背景和职业经历让我更加重视个人的独立性和自我实现，而不是依赖他人。因此，我选择'比较不同意'这一观点。,"性别角色, 个人努力, 独立性",3,1
浙江省,杭州市,女,1977,汉,大学专科（正规高等教育）,0,群众,很健康,居民户口（以前是非农业户口）,比较不同意,完全不同意,作为一个44岁的女士，我住在浙江省杭州市，拥有大学专科学历，去年全年收入为0元，政治面貌为群众，身体健康状况很健康，户口登记状况为居民户口。结合我的身份信息，我认为‘干得好不如嫁得好’这一观点并不完全适用于我的情况。首先，我拥有正规高等教育学历，这表明我具备一定的专业知识和技能，有能力通过自己的努力获得经济独立。其次，我的身体健康状况很好，这意味着我有能力继续工作或寻找新的职业机会。最后，我的户口登记状况为居民户口，这为我提供了更多的社会保障和福利，减少了对婚姻的依赖。因此，我认为通过自己的努力实现经济独立和个人价值更为重要。,"经济独立, 个人价值, 社会保障",1,0
浙江省,杭州市,男,1985,汉,大学本科（成人高等教育）,150000,群众,比较健康,居民户口（以前是非农业户口）,无所谓同意不同意,完全不同意,作为一个36岁的男性，我生活在浙江省杭州市，拥有大学本科（成人高等教育）学历，去年全年收入为150000元。我的政治面貌是群众，身体健康状况比较健康，户口登记状况为居民户口。基于这些信息，我认为‘干得好不如嫁得好’这一观点并不完全适用于我的情况。首先，作为一个男性，我更多地被社会期望通过自己的努力来获得成功和稳定，而不是依赖婚姻。其次，我的教育背景和收入水平表明我具备一定的自我实现能力，这让我更倾向于通过工作来提升自己的社会地位和经济状况。最后，我的户口状况和健康状况也支持我能够独立生活和发展，不需要依赖婚姻来改变生活状态。因此，我不同意‘干得好不如嫁得好’这一观点。,性别角色，自我实现，独立性,2,0
浙江省,杭州市,男,1989,汉,大学专科（正规高等教育）,0,共青团员,一般,农业户口,完全不同意,完全不同意,作为一个32岁的男性，我目前住在浙江省杭州市，拥有大学专科学历，但去年全年收入为0元。我的政治面貌是共青团员，身体健康状况一般，户口登记状况为农业户口。考虑到我的经济状况和当前的社会环境，我认为‘干得好不如嫁得好’这一观点并不完全适用于我。首先，作为一个男性，社会对男性的期望更多是事业上的成功，而不是通过婚姻来改变经济状况。其次，我的学历和健康状况虽然一般，但我仍然希望通过自己的努力来改善生活，而不是依赖婚姻。最后，我的农业户口身份也让我更加注重自力更生，而不是依赖他人。因此，我倾向于不同意这一观点。,性别角色，自力更生，社会期望,0,0
浙江省,杭州市,男,1996,汉,大学本科（正规高等教育）,100000,群众,一般,农业户口,完全不同意,完全不同意,作为一个25岁的大学本科毕业生，我目前居住在浙江省杭州市，去年全年收入为100000元。我的政治面貌是群众，身体健康状况一般，户口登记状况为农业户口。考虑到我的学历和收入水平，我认为通过自己的努力可以获得更好的生活质量和职业发展。虽然社会上有‘干得好不如嫁得好’的说法，但我更倾向于通过自己的努力来实现个人价值和经济独立。因此，我不同意这种观点。,"学历, 收入, 独立",0,0
浙江省,杭州市,男,1997,汉,大学本科（正规高等教育）,拒绝回答,共青团员,比较健康,非农业户口,比较同意,完全不同意,作为一个24岁的大学本科毕业生，我接受过正规的高等教育，这让我更加注重个人能力和职业发展。我目前居住在浙江省杭州市，这是一个经济发达、机会众多的城市，这让我相信通过自己的努力可以实现个人价值。我的政治面貌是共青团员，这让我更加认同通过个人奋斗来实现社会价值。我的身体健康状况比较健康，这让我有信心通过自己的努力去追求更好的生活。我的户口登记状况为非农业户口，这让我更加注重个人职业发展和经济独立。因此，我认为干得好比嫁得好更重要，因为通过自己的努力可以实现个人价值和经济独立。,"教育背景, 职业发展, 经济独立",3,0
浙江省,杭州市,女,1948,汉,普通高中,80000,共产党员,比较健康,非农业户口,完全不同意,完全不同意,作为一名73岁的汉族女性，我生活在浙江省杭州市，拥有普通高中学历，去年全年收入为80000元。作为一名共产党员，我秉持着独立自主和男女平等的价值观。我的健康状况比较健康，户口登记为非农业户口。结合我的生活经历和价值观，我认为个人的努力和成就是非常重要的。虽然婚姻对生活质量有一定影响，但个人的能力和努力同样不可忽视。因此，我倾向于认为干得好和嫁得好都是重要的，但个人的努力和成就更为关键。,"独立自主,男女平等,个人努力",0,0
浙江省,湖州市,女,1963,汉,普通高中,48000,共产党员,比较健康,非农业户口,无所谓同意不同意,完全不同意,作为一个58岁的汉族女性，我生活在浙江省湖州市，拥有普通高中学历，去年全年收入为48000元。作为一名共产党员，我坚信个人努力和社会贡献的重要性。我的户口是非农业户口，身体健康状况良好。我认为，个人的成就和幸福不仅仅依赖于婚姻，而是通过自己的努力和奋斗来实现的。虽然婚姻可以带来一定的支持和帮助，但真正的幸福和成功来自于个人的独立和自强。因此，我不同意‘干得好不如嫁得好’的观点。,"独立, 努力, 自强",2,0
浙江省,宁波市,女,1982,汉,初中,25000,群众,一般,农业户口,无所谓同意不同意,比较同意,作为一个39岁的汉族女性，居住在浙江省宁波市，拥有初中文化程度，去年全年收入为25000元，政治面貌为群众，身体健康状况一般，户口登记状况为农业户口。我考虑到自己的经济状况和社会地位，认为在当前的社会环境下，婚姻对于女性来说仍然是一个重要的生活保障。虽然我个人的收入不高，但通过婚姻可以获得更多的经济支持和社会资源，这在一定程度上可以改善我的生活质量。因此，我认为在一定程度上，干得好不如嫁得好。,"经济状况, 社会地位, 生活保障",2,3
浙江省,湖州市,男,1991,汉,初中,100000,群众,比较健康,农业户口,完全同意,比较不同意,作为一个30岁的汉族男性，居住在浙江省湖州市，拥有初中文化程度，去年全年收入为100000元，政治面貌为群众，身体健康状况较好，户口登记为农业户口。我认为，'干得好不如嫁得好'这一观点并不完全适用于我的情况。首先，作为一个男性，社会对男性的期望更多是事业上的成功和经济上的独立。其次，我的收入虽然不算高，但足以维持基本生活，且我有能力通过努力工作来改善生活条件。再者，我认为个人的幸福和成功不仅仅依赖于婚姻，而是多方面因素的综合结果。因此，我倾向于不同意这一观点。,"性别角色,经济独立,个人努力",4,1
浙江省,湖州市,女,1993,汉,大学专科（成人高等教育）,0,群众,比较健康,农业户口,完全不同意,无所谓同意不同意,作为一个28岁的女性，我目前住在浙江省湖州市，拥有大学专科（成人高等教育）学历，但去年全年收入为0元。我的户口是农业户口，政治面貌为群众，身体健康状况比较健康。考虑到我的经济状况和学历背景，我可能会认为婚姻对生活质量的提升有重要作用。然而，作为一个接受过高等教育的女性，我也相信个人的努力和成就是实现自我价值的重要途径。因此，我在这个问题上会权衡婚姻和个人努力之间的关系。,"经济状况, 教育背景, 自我价值",0,2
浙江省,杭州市,女,1949,汉,初中,50000,群众,比较健康,居民户口（以前是非农业户口）,完全同意,比较不同意,作为一个72岁的汉族女士，我住在浙江省杭州市，拥有初中文化程度，去年全年收入为50000元，政治面貌为群众，身体健康状况比较健康，户口登记状况为居民户口。结合我的生活经历和现状，我认为‘干得好不如嫁得好’这一观点并不完全适用于我。首先，我这一生通过自己的努力，虽然学历不高，但依然能够维持自己的生活，这让我感到自豪。其次，我认为婚姻是人生的一部分，但并不是全部，个人的努力和独立同样重要。最后，我的生活经历告诉我，无论是工作还是婚姻，都需要付出努力和智慧，不能单纯依赖某一方面。因此，我倾向于不同意这一观点。,独立，努力，智慧,4,1
浙江省,杭州市,女,1989,汉,大学本科（成人高等教育）,60000,共产党员,很健康,非农业户口,完全不同意,完全不同意,作为一个32岁的汉族女性，居住在浙江省杭州市，拥有大学本科（成人高等教育）学历，去年全年收入为60000元，政治面貌为共产党员，身体健康，户口登记状况为非农业户口，我认为‘干得好不如嫁得好’这一观点并不符合我的价值观和实际情况。首先，作为一名共产党员，我坚信个人奋斗和社会贡献的重要性，而不是依赖婚姻来改变生活状况。其次，我的学历和收入水平表明我通过自己的努力取得了一定的成就，这进一步强化了我对个人能力的信心。最后，我的健康状况和户口登记状况也支持我能够独立自主地生活和工作，不需要依赖婚姻来改善生活质量。因此，我不同意‘干得好不如嫁得好’这一观点。,"个人奋斗, 社会贡献, 独立自主",0,0
浙江省,杭州市,男,1973,汉,普通高中,400000,群众,比较健康,居民户口（以前是农业户口）,完全不同意,比较不同意,作为一个48岁的男士，我生活在浙江省杭州市，拥有普通高中学历，去年全年收入为400000元。我的政治面貌是群众，身体健康状况较好，户口登记状况为居民户口（以前是农业户口）。结合我的身份信息，我认为‘干得好不如嫁得好’这一观点并不完全适用于我的情况。首先，作为一个男性，我更多地关注的是个人的职业发展和经济收入，而不是通过婚姻来提升社会地位。其次，我的收入水平相对较高，这让我更加相信通过个人努力可以获得成功，而不是依赖婚姻。最后，我的户口登记状况为居民户口，这意味着我已经脱离了农业户口，社会地位有所提升，这进一步强化了我对个人努力的重视。因此，我倾向于不同意‘干得好不如嫁得好’这一观点。,"性别,收入,户口",0,1
浙江省,湖州市,女,1970,汉,初中,20000,群众,比较健康,非农业户口,比较同意,比较不同意,作为一个51岁的汉族女性，我住在浙江省湖州市，拥有初中学历，去年全年收入为20000元，政治面貌为群众，身体健康状况比较健康，户口登记状况为非农业户口。结合我的生活经历和现状，我认为‘干得好不如嫁得好’这一观点并不完全适用于我。首先，我的收入水平较低，生活压力较大，如果仅仅依赖婚姻来改善生活，可能会面临更多的不确定性。其次，我的学历和职业发展受限，通过自身努力提升生活质量的可能性较小，但婚姻并不能完全解决这些问题。最后，我的健康状况较好，能够独立生活，不需要完全依赖他人。因此，我认为‘干得好不如嫁得好’这一观点并不完全适用于我的情况。,"收入水平, 学历限制, 健康状况",3,1
浙江省,宁波市,女,1991,汉,大学本科（正规高等教育）,250000,群众,一般,居民户口（以前是农业户口）,无所谓同意不同意,完全不同意,作为一个30岁的大学本科毕业的女士，我目前居住在浙江省宁波市，拥有居民户口，去年全年收入为250000元。我的政治面貌是群众，身体健康状况一般。结合我的身份信息，我认为在现代社会，个人的努力和成就是非常重要的。虽然婚姻对生活质量有一定影响，但个人的职业发展和经济独立同样关键。我的收入水平表明我通过自己的努力能够获得一定的经济保障，这让我更加相信‘干得好’的重要性。因此，我认为‘干得好’比‘嫁得好’更能体现个人的价值和能力。,"经济独立, 个人成就, 自我价值",2,0
浙江省,宁波市,男,1991,汉,初中,70000,群众,比较健康,农业户口,比较不同意,完全不同意,作为一个30岁的汉族男性，居住在浙江省宁波市，拥有农业户口，我的学历是初中，去年全年收入为70000元。我的政治面貌是群众，身体健康状况比较健康。考虑到我的教育背景和收入水平，我认为个人的努力和职业发展对于改善生活质量和经济状况至关重要。虽然社会上有‘干得好不如嫁得好’的说法，但作为一个男性，我更倾向于通过自己的努力来提升生活水平，而不是依赖婚姻。此外，我的农业户口背景也让我更加重视个人奋斗，因为农业户口通常意味着更多的自力更生和较少的社会资源依赖。因此，我不同意‘干得好不如嫁得好’的观点。,"个人努力, 职业发展, 自力更生",1,0
